Trade Date,Action Description,Action,Symbol,Security Description,Security Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
4/29/2008, YOU BOUGHT           PROSPECTUS UNDER    SEPARATE COVER,BUY, FSAGX, FIDELITY SELECT GOLD,Cash,13.291,37.62,,,,-500, 04/30/2008
